2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,cityName,cityName-en,distance-Wuhan,distance-Xiaogan,distance-Huanggang,distance-Suizhou,distance-Jingzhou,provinceName
,,1.0,2.0,2.0,4.0,8.0,9.0,10.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,16.0,17.0,20.0,21.0,23.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,淄博,Zibo,775.9975909720271,659.9228971442849,762.4832479365303,707.1740127142921,895.2675683026216,山东省
,,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,8.0,11.0,14.0,17.0,22.0,22.0,23.0,23.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,淮北,Huaibei,447.29407162849026,350.98797872558106,430.45894306546217,403.8599422797459,587.374078994189,安徽省
,,1.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,7.0,8.0,12.0,12.0,14.0,21.0,22.0,23.0,24.0,24.0,24.0,23.0,23.0,24.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,淮南,Huainan,344.1577799979574,299.4622610501923,313.9607194396641,354.01567291415034,516.6801807738466,安徽省
,,1.0,2.0,2.0,3.0,7.0,10.0,12.0,13.0,18.0,22.0,26.0,34.0,37.0,40.0,44.0,46.0,46.0,47.0,51.0,56.0,60.0,63.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,淮安,Huaian,564.0711027890596,521.5222015414736,527.9183394178705,576.4731287791501,741.5249424992256,江苏省
15.0,20.0,31.0,36.0,57.0,80.0,98.0,134.0,170.0,207.0,245.0,271.0,291.0,316.0,339.0,354.0,366.0,369.0,375.0,386.0,391.0,400.0,406.0,414.0,415.0,416.0,416.0,416.0,416.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,深圳,Shenzhen,875.6287243987058,1030.6469755151059,870.085127030614,1010.4236337918131,873.7023336337857,广东省
1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,清远,Qingyuan,766.5895821486583,915.2126246167159,769.2346574790627,889.2496402424152,738.8560664611078,广东省
6.0,10.0,18.0,32.0,60.0,114.0,172.0,227.0,241.0,265.0,291.0,340.0,364.0,396.0,421.0,438.0,448.0,464.0,474.0,481.0,490.0,496.0,499.0,502.0,503.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,温州,Wenzhou,675.9200852982112,781.42339321076,623.0585610287067,813.5695451781843,857.2106175717996,浙江省
,,,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,渭南,Weinan,633.0777093870845,502.06249611084587,677.651176030974,477.06245121880676,531.0976124278684,陕西省
,,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,湖州,Huzhou,555.9664612337048,600.2742564316112,503.41271311204366,646.8263092263643,755.7348610597229,浙江省
1.0,2.0,3.0,4.0,6.0,8.0,9.0,10.0,13.0,16.0,19.0,21.0,23.0,24.0,25.0,28.0,28.0,31.0,32.0,32.0,32.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,湘潭,Xiangtan,323.73730075809897,459.21026528260677,342.77404959949297,428.93736656991837,280.5870165789714,湖南省
,,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,湘西自治州,Xiangxizizhizhou,505.65895405596586,566.0136076450751,550.1871917360712,514.6213212658794,329.5982702775631,湖南省
2.0,2.0,4.0,5.0,7.0,9.0,11.0,11.0,13.0,14.0,14.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,湛江,Zhanjiang,1099.4223724965734,1232.785369460021,1112.6959076367905,1197.1295434019414,1022.8056369590332,广东省
1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,滁州,Chuzhou,429.9665878015955,417.65589486062646,388.5216147982221,470.6659336439443,618.4003251812693,安徽省
,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,滑县,Huaxian,560.4159338453027,408.7739718749839,569.8798117276427,440.1615164011806,618.618053524288,河南省
1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,满洲里,Manzhouli,2132.986202459284,1983.472869706735,2136.467476205896,2012.7292828995342,2181.9821470898546,内蒙古自治区
,1.0,3.0,3.0,4.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,滨州,Binzhou,832.8053915709116,711.7606105810295,821.1847878786153,757.3738077416036,945.3252976033673,山东省
,,3.0,4.5,9.0,9.0,11.0,13.0,14.0,16.0,20.0,23.0,24.0,26.0,26.0,29.0,30.0,30.0,31.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,漯河,Tahe,338.2088242043319,182.16772845954185,355.1633366050331,212.9489736755093,395.37509038435536,河南省
0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,漳州,Zhangzhou,729.4548002512578,886.7241847774802,700.2265708592051,887.7574620782804,818.2529956536877,福建省
1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,潍坊,Weifang,809.3747912021895,707.0358912044303,789.8514862916603,757.2432289791548,944.2232341195146,山东省
,,,5.0,7.0,8.0,10.0,12.0,27.0,35.0,35.0,44.0,54.0,64.0,74.0,80.0,82.0,85.0,90.0,90.0,94.0,104.0,116.0,166.0,182.0,185.0,185.0,185.0,188.0,189.0,191.0,194.0,195.0,196.0,197.0,198.0,198.0,198.0,潜江,Qianjiang,149.35174962001048,205.93990430392668,202.22190485655702,163.18439145539833,50.67913261419916,湖北省
,,,,,,,,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,潮州,Chaozhou,791.9899666776636,951.5401302132789,769.0813275414012,946.5031955570288,855.9488903615227,广东省
,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,澄迈,Chengmai,1269.3955930627387,1403.766485530152,1281.5872816961996,1368.289454298178,1193.8224148266788,海南省
,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,澳门,Aomen,934.6827574417473,1086.30517293759,933.4147562779276,1062.3829966766516,915.2491291046039,澳门
,,,,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,7.0,9.0,10.0,11.0,13.0,13.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,濮阳,Puyang,578.9878171071134,431.8888933155731,584.5653271474904,466.971280006174,648.8499931771065,河南省
2.0,2.0,2.0,8.0,10.0,12.0,13.0,18.0,20.0,20.0,26.0,26.0,27.0,30.0,34.0,35.0,37.0,39.0,41.0,43.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,烟台,Yantai,1014.4401298900493,924.2536419338023,989.2039550902444,976.0105818332094,1161.2101569327058,山东省
,,,,2.0,2.0,2.0,2.0,2.0,7.0,8.0,12.0,15.0,17.0,18.0,20.0,24.0,25.0,28.0,28.0,29.0,29.0,30.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,焦作,Jiaozuo,533.4726838172948,373.92425574882094,554.5220712796228,390.96868409927697,551.7309466736369,河南省
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,牡丹江,Mudanjiang,2057.389486173353,1958.4134473136496,2033.111270342335,2007.7907345931021,2195.3769509135027,黑龙江省
,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,玉林,Yulin,966.6255110652224,1093.7036225276352,984.0937109728795,1055.691485434128,877.6305332870224,广西壮族自治区
,1.0,1.0,1.0,5.0,5.0,6.0,6.0,7.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,玉溪,Yuxi,1350.133554787656,1396.969181079034,1394.1537244827728,1342.8508389660033,1167.4571550124408,云南省
8.0,10.0,12.0,12.0,12.0,18.0,26.0,34.0,38.0,47.0,55.0,64.0,72.0,73.0,76.0,83.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,珠海,Zhuhai,914.1327059195114,1066.659680115257,911.8492611319898,1043.6400639801307,899.0404769248055,广东省
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,琼中,Qiongzhong,1348.486403395468,1483.2199314023514,1360.276977937525,1447.8035071615982,1273.2676065570809,海南省
,,,,1.0,1.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,琼海,Qionghai,1307.3133954242426,1445.513841575561,1316.8581072134812,1411.8701141584402,1240.7264915684968,海南省
,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,,8.0,,8.0,甘南,Gannan,2082.1601031768982,1950.2976110305779,2073.108099386843,1990.0146927122407,2173.697253663134,甘肃省
,,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,17.0,17.0,17.0,23.0,27.0,36.0,37.0,43.0,44.0,50.0,57.0,62.0,65.0,67.0,68.0,69.0,69.0,69.0,69.0,71.0,74.0,78.0,78.0,78.0,甘孜,Ganzi,1373.9598917981689,1320.7702591523353,1428.4557414462627,1271.6600834739597,1181.413930974553,四川省
,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,白城,Baicheng,1833.285475176211,1704.9980045395935,1822.5032340873881,1746.3565635138607,1931.6513942468378,吉林省
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,,4.0,,4.0,白银,Baiyin,1148.4722675375374,1027.8540139756337,1196.5388918502206,998.2743425565849,1012.5981951203921,甘肃省
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,百色,Baise,1056.1667478658567,1140.7111117675256,1091.0798008610197,1091.2551343165396,903.6161956281423,广西壮族自治区
,4.0,4.0,7.0,10.0,14.0,17.0,20.0,24.0,27.0,30.0,35.0,40.0,41.0,43.0,44.0,46.0,53.0,54.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,益阳,Yiyang,286.5374804484684,398.19949307034886,319.72109480133685,360.10298912388083,192.23662227250475,湖南省
,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,21.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,盐城,Yancheng,634.9314692400071,605.4938019403066,594.6736244286082,660.1592703660673,819.1264933367833,江苏省
,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,221.0,253.0,253.0,,,,,,,监狱系统,Jianyuxitong,197.0765735276346,162.70420191641432,250.28791041573115,107.96628625658644,98.53112178869002,湖北省
,,1.0,2.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,11.0,盘锦,Panjin,1370.0440515733892,1256.2529603377438,1352.9702627223137,1302.7721855706748,1490.8273163429074,辽宁省
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,省十里丰监狱,Shengshilifengjianyu,480.7335925591245,585.0271706830218,427.3544134738849,616.7469805029127,666.4714355167231,浙江省
,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,眉山,Meishan,1008.039694771572,983.1141306862601,1061.8325977828479,929.9380238515682,809.2970171400564,四川省
,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,石嘴山,Shizuishan,1190.0650868729927,1043.0934964464852,1228.878464635427,1030.411031366908,1104.17371247083,宁夏回族自治区
1.0,4.0,5.0,7.0,9.0,10.0,11.0,11.0,12.0,13.0,16.0,21.0,21.0,24.0,24.0,24.0,24.0,25.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,石家庄,Shijiazhuang,833.2155365731741,679.8371623183659,842.7014686734892,707.4361950985349,878.3328783350855,河北省
,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,石河子,Shihezi,2916.7914741714712,2790.378386479175,2963.98166704484,2764.394187013711,2778.68674618528,新疆维吾尔自治区
5.0,6.0,13.0,18.0,24.0,24.0,30.0,32.0,39.0,44.0,47.0,53.0,55.0,56.0,57.0,59.0,62.0,63.0,63.0,64.0,64.0,66.0,66.0,68.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,福州,Fuzhou,693.8565176206008,833.2466616656588,649.8010218884687,850.4932936454634,837.6799670473875,福建省
,,,,,,,,1.0,1.0,2.0,2.0,4.0,3.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,秦皇岛,Qinhuangdao,1149.9879984959684,1026.4299401799478,1138.1287698900007,1070.3692908436747,1257.6361861158744,河北省
,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,红河,Honghe,1421.7022855426185,1477.3169138842186,1463.6600054966905,1423.8210057631823,1244.6100412182386,云南省
1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,绍兴,Shaoxing,605.9180571009792,671.3604071160722,551.6925050476535,714.0560242699308,803.7448007556402,浙江省
1.0,1.0,2.0,3.0,8.0,8.0,10.0,12.0,13.0,14.0,16.0,22.0,24.0,29.0,39.0,44.0,35.0,37.0,39.0,43.0,45.0,45.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,绥化,Suihua,2096.559713953398,1979.7893989147947,2079.7149185551525,2024.8604790890984,2212.476771921678,黑龙江省
2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,绵阳,Mianyang,920.7973136931913,871.364381205205,975.294009792256,821.0508118104154,729.1378235635274,四川省
,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,聊城,Liaocheng,675.5322698168325,537.1372138279812,674.3705871830931,576.730382827464,761.832404365947,山东省
1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,肇庆,Zhaoqing,848.2655861994507,993.5458787506177,853.6673242978595,964.9609320409162,807.1483499719847,广东省
,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,胡杨河,Huyanghe,3017.1487618220076,2890.21560240426,3064.2089119626594,2864.512099328917,2879.5927057267386,新疆维吾尔自治区
,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,自贡,Zigong,929.1078827496029,920.0975343412654,981.899128278094,865.6976340740016,729.3398113444364,四川省
1.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,舟山,Zhoushan,757.9929152339857,815.9663647965923,703.953143319727,860.7663077533131,956.4014995582313,浙江省
,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,16.0,21.0,23.0,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,芜湖,Wuhu,399.2097471850715,429.07721812628955,349.8057106897443,476.8515440150229,597.4802601442647,安徽省
2.0,3.0,7.0,8.0,12.0,20.0,24.0,32.0,34.0,38.0,44.0,52.0,55.0,60.0,69.0,72.0,75.0,77.0,80.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,苏州,Suzhou,609.5312843811396,640.0108312818608,558.3538229050138,689.0246044354245,808.8282730187041,江苏省
,,,,,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,茂名,Maoming,1037.5573570567706,1173.74743595004,1049.1816124922314,1139.5502916739233,968.2309165644565,广东省
8.0,10.0,33.0,47.0,71.0,101.0,151.0,221.0,287.0,333.0,499.0,613.0,713.0,801.0,885.0,941.0,997.0,1045.0,1075.0,1110.0,1431.0,1447.0,1478.0,1490.0,1501.0,1537.0,1541.0,1553.0,1560.0,1566.0,1574.0,1574.0,1576.0,1577.0,1579.0,1579.0,1579.0,1579.0,荆州,Jingzhou,212.70279877768712,241.51582865652483,266.19122244946857,190.75637223957872,15.360332055379416,湖北省
8.0,21.0,38.0,90.0,114.0,142.0,191.0,227.0,251.0,329.0,345.0,400.0,422.0,508.0,553.0,588.0,663.0,641.0,656.0,696.0,927.0,901.0,902.0,909.0,915.0,900.0,901.0,794.0,800.0,914.0,918.0,920.0,920.0,922.0,923.0,924.0,924.0,925.0,荆门,Jingmen,210.38318698443072,191.50511069662582,264.59355845980133,137.07385726007027,76.3708005832949,湖北省
,,1.0,10.0,14.0,14.0,17.0,22.0,25.0,27.0,34.0,37.0,38.0,42.0,44.0,47.0,47.0,51.0,51.0,52.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,莆田,Putian,727.692236933648,873.3514454096064,687.0376740504405,886.4715957684838,858.0026543368457,福建省
,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,12.0,13.0,13.0,14.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,菏泽,Heze,536.8931792732726,397.7631698166822,537.6914732263083,438.2241808016957,624.3604295041057,山东省
1.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,9.0,15.0,18.0,20.0,22.0,23.0,24.0,24.0,24.0,25.0,26.0,29.0,29.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,萍乡,Pingxiang,326.72784859047704,478.901419802569,330.08085231927396,458.7186853106173,341.01119562794156,江西省
,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,营口,Yingkou,1329.8093954821593,1219.5410361818883,1311.2983003763068,1267.0131709908042,1455.1080710529434,辽宁省
,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,葫芦岛,Huludao,1279.1283891693756,1160.0963854397905,1264.6875292017955,1205.2530630409315,1392.9906890225095,辽宁省
1.0,1.0,1.0,3.0,3.0,3.0,8.0,15.0,16.0,26.0,37.0,43.0,48.0,64.0,88.0,99.0,115.0,126.0,134.0,141.0,146.0,149.0,153.0,157.0,158.0,158.0,159.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,蚌埠,Bengbu,392.22726075728144,341.4753968598784,362.013161760103,396.382228052241,562.7970938945653,安徽省
,,,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,衡水,Hengshui,809.1516203205498,664.3609005436817,811.3194998675147,699.4444201692532,879.9517989498431,河北省
,3.0,3.0,4.0,7.0,17.0,20.0,25.0,26.0,30.0,32.0,35.0,39.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,衡阳,Hengyang,434.8335822861972,567.0520921636003,453.5820366107848,533.8596138674956,371.85051857324993,湖南省
